# x y
1 7.760000
2 2.975000
4 3.007500
8 2.545000
16 2.236875
32 2.491563
64 4.951406
128 4.928515
256 4.865703
512 4.551797
1024 5.416611
2048 5.694458
4096 10.084041
8192 10.813944
